,station,max_departure,station_name,station_lat,station_lng,max_arrival
361,553,2.0,Elizabeth St & 47th St,41.80839,-87.656526,2.0
362,570,2.0,Evans Ave & 75th St,41.75849,-87.60641,2.0
363,662,2.0,Dodge Ave & Mulford St,42.023463,-87.699595,2.0
364,772,2.0,Kedzie Ave & 61st Pl,41.78,-87.7,1.0
366,KA1503000049,2.0,Rainbow Beach,41.75787144829,-87.54938625,1.0
367,20133,2.0,Woodlawn & 103rd - Olive Harvey Vaccination Site,41.71,-87.59,1.0
368,513,2.0,Public Rack - Spaulding Ave & Evergreen Ave,41.91,-87.71,2.0
369,KA1504000113,2.0,Sacramento Blvd & Franklin Blvd,41.89053866666666,-87.70271516666666,2.0
370,021320,3.0,MTV Hubbard St,41.89,-87.68,2.0
372,13213,3.0,State St & 29th St,41.841707,-87.626938,2.0
374,15470,3.0,Calumet Ave & 51st St,41.80229933333333,-87.61809316666667,2.0
375,15685,3.0,Central Park Ave & Ogden Ave,41.853880048,-87.715173364,3.0
376,15686,3.0,Kedzie Ave & 21st St,41.85353363213,-87.7050730318,2.0
377,16918,3.0,Austin Blvd & Madison St,41.880313396,-87.774488688,3.0
378,16991,3.0,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,3.0
379,18022,3.0,Archer (Damen) Ave & 37th St,41.826712,-87.683144,2.0
381,20224,3.0,Calumet Park,41.71370983035615,-87.53084421157837,3.0
382,20238,3.0,Greenwood Ave & 97th St,41.898870349,-87.716428638,3.0
383,20242,3.0,Houston Ave & 92nd St,41.72820421535798,-87.54970014095306,1.0
384,20247.0,3.0,W Washington Blvd & N Peoria St,41.88,-87.65,3.0
385,20253.0,3.0,N Paulina St & Lincoln Ave,41.94,-87.67,3.0
386,20255.0,3.0,N Damen Ave & W Chicago Ave,41.9,-87.68,2.0
387,313,3.0,Long Ave & Belden Ave,41.92,-87.76,2.0
388,317,3.0,Long Ave & Belmont Ave,41.94,-87.76,2.0
389,323,3.0,Narragansett & Irving Park,41.95,-87.79,2.0
390,326,3.0,Harlem & Irving Park,41.95,-87.81,3.0
391,332.0,3.0,Harding Ave & 26th St,41.84,-87.72,1.0
392,333.0,3.0,Kildare & Cermak,41.85,-87.73,3.0
393,343,3.0,Pulaski Rd & 51st St,41.8,-87.72,2.0
394,398,3.0,Long & Irving Park,41.95,-87.76,3.0
395,431,3.0,Western Ave & Grace St,41.95,-87.69,3.0
396,432,3.0,Sacramento Blvd & Addison St,41.95,-87.7,3.0
397,433,3.0,Elston Ave & Henderson St,41.94,-87.7,3.0
398,434,3.0,Albany Ave & Belmont Ave,41.94,-87.71,2.0
399,436,3.0,Kedzie Ave & George St,41.93,-87.71,3.0
400,438,3.0,Western Ave & Berteau Ave,41.96,-87.69,3.0
401,443,3.0,California Ave & Winona St,41.97,-87.7,3.0
403,504,3.0,Public Rack - Milwaukee Ave & Diversey Ave,41.93,-87.71,2.0
404,507,3.0,Public Rack - Hamlin Ave & Fullerton Ave,41.92,-87.72,2.0
407,519,3.0,Wolcott Ave & Fargo Ave,42.01694666666667,-87.67778233333334,3.0
409,535,3.0,Pulaski Rd & Congress Pkwy,41.874384,-87.726089,2.0
410,585,3.0,Cottage Grove Ave & 83rd St,41.743418574,-87.604858041,2.0
411,590,3.0,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,3.0
412,595,3.0,Wabash Ave & 87th St,41.736218766793954,-87.62264549732208,3.0
414,599,3.0,Valli Produce - Evanston Plaza,42.039742,-87.699413,3.0
415,650,3.0,Eggleston Ave & 69th St,41.768898,-87.635876,1.0
416,813,3.0,Calumet Ave & 51st St,41.8,-87.62,3.0
418,866,3.0,Kostner Ave & Armitage Ave,41.92,-87.74,2.0
419,E014,3.0,Lincolnwood Dr & Central St,42.064854,-87.715297,2.0
421,KA1503000010,3.0,Halsted St & 51st St,41.801728368,-87.645226479,2.0
423,KA1503000019,3.0,Stony Island Ave & 75th St,41.7586696704,-87.586882871,2.0
424,KA1503000020,3.0,South Shore Dr & 74th St,41.762240291,-87.559194088,3.0
428,KA1503000055,3.0,Halsted & 63rd - Kennedy-King Vaccination Site,41.779413223,-87.644653916,2.0
429,KA1503000068,3.0,Leavitt St & Archer Ave,41.82879201994,-87.6806044594,3.0
430,KA1504000082,3.0,Kedzie Ave & Harrison St,41.8736015,-87.70487416666667,3.0
431,KA1504000130,3.0,Maplewood Ave & Peterson Ave,41.99023602867,-87.6933696402,3.0
432,KA1504000141,3.0,Pulaski Rd & Eddy St (Temp),41.946264,-87.731023,3.0
435,RP-004,3.0,Oakley Ave & Touhy Ave,42.012342,-87.688243,3.0
436,RP-006,3.0,Ridge Blvd & Touhy Ave,42.01212366666667,-87.68295166666667,3.0
437,RP-007,3.0,Clark St & Touhy Ave,42.01256011541,-87.6743671152,3.0
438,TA1307000066,3.0,Damen Ave & Coulter St,41.8492,-87.67564,3.0
439,TA1307000161,3.0,Halsted St & 37th St,41.827059,-87.64572,2.0
440,TA1308000007,3.0,MLK Jr Dr & 47th St,41.809847951,-87.616297603,2.0
444,462,3.0,Lincoln Ave & Peterson Ave,41.99,-87.71,3.0
445,KA1504000114,3.0,Kedzie Ave & Chicago Ave,41.89546366666666,-87.70611833333334,3.0
941,1013,0.0,Public Rack - Pulaski Rd & Lake St,41.89,-87.73,1.0
942,1029,0.0,Public Rack - Maplewood Ave & 63rd St,41.78,-87.69,1.0
943,1031,0.0,Public Rack - Komensky Ave & 63rd St,41.78,-87.72,1.0
944,1034,0.0,Public Rack - Kenneth Ave & 63rd St E,41.78,-87.73,1.0
945,1036,0.0,Public Rack - Kedzie Ave & 60th St,41.79,-87.7,1.0
946,1042,0.0,Public Rack - Laflin St &51st ST,41.8,-87.66,1.0
947,1045,0.0,Public Rack - Hoyne Ave & 51st St,41.8,-87.68,1.0
948,1048,0.0,Public Rack - Western Ave & 47th Pl,41.81,-87.68,1.0
949,1053,0.0,Public Rack - Grand Ave & Lawndale Ave,41.9,-87.72,1.0
950,1065,0.0,Public Rack - Homan Ave & Roosevelt,41.87,-87.71,1.0
951,1068,0.0,Public Rack - Kedvale Ave & 26th St,41.84,-87.73,1.0
952,1070,0.0,Public Rack - Lawndale Ave & 23rd St,41.85,-87.72,1.0
953,16970,0.0,Bennett Ave & 79th St,41.751785,-87.578496,1.0
954,20110,0.0,Eberhart Ave & 91st St,41.729285157254864,-87.6110315322876,1.0
955,20129,0.0,Ada St & 113th St,41.687561623357375,-87.65547573566435,1.0
956,303,0.0,Public Rack - Kildare Ave & Division St,41.9,-87.73,1.0
957,320,0.0,Orange & Addison,41.94,-87.82,2.0
958,325,0.0,Harlem Ave & Grace St,41.95,-87.81,1.0
959,362.0,0.0,Lawndale Ave & 16th St,41.86,-87.72,1.0
960,365.0,0.0,Kildare Ave & 26th St,41.84,-87.73,1.0
961,376,0.0,Menard Ave & North Ave,41.91,-87.77,1.0
962,377,0.0,Bloomingdale Ave & Harlem Ave,41.91,-87.81,1.0
963,378,0.0,Nordica & Medill,41.92,-87.8,1.0
964,388,0.0,Richmond St & 59th St,41.79,-87.7,1.0
965,417,0.0,Troy St & Jackson Blvd,41.88,-87.7,1.0
966,479,0.0,Public Rack - California Ave & Touhy Ave - NW,42.01,-87.7,1.0
967,482,0.0,Public Rack - Chase Ave & Touhy Ave - NE,42.01,-87.69,1.0
968,490,0.0,Public Rack - Kimball Ave & Carmen Ave,41.97,-87.71,1.0
969,495,0.0,Public Rack - Keystone Ave & Irving Park Rd,41.95,-87.73,1.0
970,502,0.0,Public Rack - Milwaukee Ave & Addison St,41.95,-87.74,1.0
971,524,0.0,Public Rack - Central Park Ave & Fillmore St,41.87,-87.72,1.0
972,526,0.0,Public Rack - Legler Regional Library,41.88,-87.73,1.0
973,536,0.0,Kostner Ave & Lake St,41.885928,-87.73541,2.0
974,541,0.0,Public Rack - Laramie Ave & Warwick Ave,41.95,-87.76,1.0
975,563,0.0,Public Rack - Central Ave & George St,41.93,-87.77,1.0
976,568,0.0,Public Rack - Central Ave & North Ave,41.91,-87.77,1.0
977,628,0.0,Public Rack - Abbott Park,41.72,-87.62,1.0
978,653,0.0,Cornell Dr & Hayes Dr,41.780595,-87.584846,1.0
979,670,0.0,Public Rack - Champlain Ave & 134th St,41.66,-87.61,1.0
980,674,0.0,Homan Ave & 111th St,41.69,-87.71,1.0
981,677,0.0,Rockwell & 111th St,41.69,-87.69,1.0
982,682,0.0,111th St - Morgan Park Metra,41.69,-87.67,1.0
983,694,0.0,Public Rack - Wood St & 103rd St,41.71,-87.67,1.0
984,722,0.0,Racine Ave & 74th St,41.76,-87.65,1.0
985,736,0.0,Public Rack - Jeffrey Blvd & 71st St,41.77,-87.58,1.0
986,737,0.0,Public Rack - Chappel Ave & 71st St,41.77,-87.58,1.0
987,757,0.0,Kedzie Ave & 63rd St,41.78,-87.7,1.0
988,760,0.0,Public Rack - Kedzie Ave & 64th St - SW,41.78,-87.7,1.0
989,793,0.0,Public Rack - Central Ave & Corcoran Pl,41.89,-87.77,1.0
990,815,0.0,Public Rack - Forrestville Ave & 47th St,41.81,-87.61,1.0
991,824,0.0,Public Rack - Avers Ave & Archer Ave,41.8,-87.72,1.0
992,825,0.0,Kedzie Ave & 54th St - SW,41.8,-87.7,1.0
993,835,0.0,Pubic Rack - Pulaski Rd & 41st,41.82,-87.72,1.0
994,838,0.0,Public Rack - Piotrowski Park,41.84,-87.73,1.0
995,843,0.0,Public Rack - Ashland Ave & 45th St,41.81,-87.66,1.0
996,856,0.0,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,41.98,-87.71,1.0
997,860,0.0,Public Rack - Christiana Ave & Lawrence Ave,41.97,-87.71,2.0
998,863,0.0,Public Rack - Karlov Ave & Milwaukee Ave,41.94,-87.73,1.0
999,897,0.0,Homewood Ave & Monterey Ave,41.69,-87.67,1.0
1000,907,0.0,Calumet Ave & Garfield Blvd,41.79,-87.62,1.0
1001,990,0.0,Public Rack - Western Ave & 107th Pl,41.7,-87.68,1.0
1002,998,0.0,Public Rack - Marquette Rd & 67th St,41.77,-87.61,1.0
